id,location,fx_version,os,version,survey_answers,number_extensions
26397,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26398,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
26399,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26400,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26401,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",8
26402,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
26403,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26404,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26405,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26406,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",7
26407,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26408,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26409,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26410,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26411,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26412,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26413,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26414,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26415,"",3.6.12,"WINNT Windows NT 6.1",1.0.3,"",48
26416,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26417,"",4.0b6,"Linux Linux i686",1.0.3,"",5
26418,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",3
26419,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26420,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",14
26421,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26422,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
26423,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",23
26424,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26425,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",11
26426,"",3.6.6,"WINNT Windows NT 6.1",1.0.3,"",6
26427,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26428,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26429,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26430,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26431,"",4.0b8pre,"Linux Linux i686",1.0.1,"",18
26432,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
26433,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26434,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26435,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",8
26436,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26437,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26438,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26439,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26440,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26441,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26442,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26443,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",16
26444,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",15
26445,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",22
26446,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26447,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26448,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26449,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26450,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26451,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26452,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26453,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26454,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26455,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26456,"",4.0b6,"WINNT Windows NT 5.2",1.0.3,"",8
26457,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26458,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",14
26459,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
26460,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26461,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26462,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",6
26463,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
26464,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",12
26465,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26466,"",4.0b7,"WINNT Windows NT 6.1",1.0.3,"",28
26467,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26468,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26469,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26470,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",11
26471,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26472,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26473,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",21
26474,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26475,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26476,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26477,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26478,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26479,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26480,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26481,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
26482,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26483,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26484,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26485,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",12
26486,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
26487,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26488,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26489,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
26490,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26491,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26492,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26493,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26494,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26495,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26496,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26497,"",4.0b8pre,"Linux Linux x86_64",1.0.1,"",14
26498,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26499,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26500,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26501,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26502,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26503,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26504,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",1
26505,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26506,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26507,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26508,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26509,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
26510,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26511,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26512,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",15
26513,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26514,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26515,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26516,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26517,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",3
26518,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",9
26519,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26520,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",15
26521,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26522,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26523,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
26524,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26525,"",3.6.12,"Linux Linux i686",1.0.1,"",2
26526,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26527,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",5
26528,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26529,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",11
26530,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",4
26531,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",11
26532,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",14
26533,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26534,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26535,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26536,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26537,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",6
26538,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26539,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26540,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26541,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26542,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26543,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",11
26544,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
26545,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
26546,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",5
26547,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26548,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26549,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26550,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26551,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26552,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26553,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26554,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
26555,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26556,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26557,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
26558,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",6
26559,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26560,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26561,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26562,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
26563,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26564,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26565,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",16
26566,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26567,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
26568,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26569,"",4.0b4,"WINNT Windows NT 6.1; WOW64",1.0.2,"",3
26570,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26571,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26572,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26573,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26574,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26575,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26576,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26577,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
26578,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26579,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
26580,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
26581,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26582,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26583,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26584,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",20
26585,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",4
26586,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26587,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26588,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26589,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
26590,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26591,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26592,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26593,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26594,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26595,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26596,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26597,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26598,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26599,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26600,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",25
26601,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",2
26602,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26603,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26604,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
26605,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26606,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",5
26607,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
26608,"",4.0b6,"WINNT Windows NT 6.1",1.0.1,"",8
26609,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",5
26610,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26611,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26612,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26613,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26614,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26615,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26616,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26617,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26618,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26619,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",22
26620,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26621,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26622,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
26623,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
26624,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
26625,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",21
26626,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26627,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",6
26628,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26629,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26630,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26631,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26632,"",3.6.10,"WINNT Windows NT 6.0",1.0,"",11
26633,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26634,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
26635,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",2
26636,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",12
26637,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26638,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
26639,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26640,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26641,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26642,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26643,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26644,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26645,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",14
26646,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",5
26647,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
26648,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
26649,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26650,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",5
26651,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26652,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26653,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26654,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
26655,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26656,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26657,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26658,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26659,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26660,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",13
26661,"",4.0b6,"WINNT Windows NT 5.0",1.0.3,"",2
26662,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
26663,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26664,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
26665,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26666,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
26667,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",16
26668,"",4.0b4,"WINNT Windows NT 6.0",1.0.2,"",2
26669,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
26670,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26671,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
26672,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",22
26673,"",4.0b7,"WINNT Windows NT 6.1",1.0.3,"",8
26674,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26675,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26676,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
26677,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26678,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",6
26679,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26680,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
26681,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26682,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
26683,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",12
26684,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
26685,"",4.0b4,"Darwin Intel Mac OS X 10.6",1.0.2,"",4
26686,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
26687,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26688,"",4.0b3,"WINNT Windows NT 6.0",1.0.1,"",3
26689,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26690,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
26691,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26692,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26693,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",8
26694,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
26695,"",4.0b4,"WINNT Windows NT 6.1; WOW64",1.0.2,"",3
26696,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26697,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26698,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26699,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
26700,"",3.6.13pre,"Linux Linux x86_64",1.0.1,"",53
26701,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
26702,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
26703,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26704,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",14
26705,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26706,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26707,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26708,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26709,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",18
26710,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
26711,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26712,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",4
26713,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
26714,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26715,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",18
26716,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
26717,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
26718,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26719,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26720,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",13
26721,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
26722,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
26723,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26724,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
26725,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26726,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
26727,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",8
26728,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
26729,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26730,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26731,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
26732,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",7
26733,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26734,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
26735,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26736,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
26737,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26738,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26739,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26740,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",50
26741,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
26742,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26743,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
26744,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",4
26745,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
26746,"",4.0b3,"WINNT Windows NT 6.1; WOW64",1.0.1,"",2
26747,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",13
26748,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26749,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
26750,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26751,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
26752,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",28
26753,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26754,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",3
26755,"",4.0b3,"WINNT Windows NT 6.1",1.0.1,"",3
26756,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26758,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",26
26759,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
26760,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
26761,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26762,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
26763,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",23
26764,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",2
26765,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
26766,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
26767,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
26768,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",14
26769,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
26770,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",6
26771,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
26772,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
26773,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
